FirstPurchaseDate,1,2,3,4,5,6,7,8,9,10,11,12,13
2010-12-01 11:27:00,100.0,,,,,,,,,,,,
2010-12-01 11:29:00,100.0,,,100.0,,100.0,100.0,100.0,100.0,,,100.0,
2010-12-01 11:32:00,100.0,100.0,,,,,,,100.0,,,,
2010-12-01 11:41:00,100.0,100.0,,,,100.0,,100.0,,100.0,,,
2010-12-01 11:45:00,100.0,,,,,,,,,,,,
2010-12-01 11:49:00,100.0,100.0,,,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-01 11:57:00,100.0,,,,,,,,,,,100.0,
2010-12-01 11:58:00,100.0,,,,,,,,,,,100.0,100.0
2010-12-01 12:03:00,100.0,,,,,,,,,,,,
2010-12-01 12:08:00,100.0,100.0,,,50.0,50.0,,,,,,50.0,
2010-12-01 12:12:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-01 12:15:00,100.0,,,,,,,,,,,100.0,
2010-12-01 12:22:00,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
2010-12-01 12:23:00,100.0,,,,,,,,,,,,
2010-12-01 12:27:00,100.0,100.0,100.0,,,100.0,,,100.0,100.0,100.0,100.0,100.0
2010-12-01 12:31:00,100.0,,,,,,100.0,,,,,,
2010-12-01 12:35:00,100.0,,100.0,100.0,,,100.0,,100.0,100.0,100.0,100.0,
2010-12-01 12:36:00,100.0,,,,100.0,,,,,,,,
2010-12-01 12:38:00,100.0,,,,,,,,,,100.0,,
2010-12-01 12:40:00,100.0,,,,,,,,,,100.0,,
2010-12-01 12:43:00,100.0,,,,,,,,,,,,
2010-12-01 12:48:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-01 12:49:00,100.0,,,,,,,,,,100.0,,
2010-12-01 12:50:00,100.0,100.0,,100.0,,100.0,100.0,,,,,,
2010-12-01 12:51:00,100.0,,,,100.0,,,,,100.0,,,
2010-12-01 12:54:00,100.0,,100.0,,100.0,100.0,100.0,,100.0,,,,
2010-12-01 12:58:00,100.0,,,,100.0,,100.0,,,,100.0,,
2010-12-01 13:04:00,100.0,,100.0,100.0,100.0,,100.0,100.0,100.0,,100.0,100.0,100.0
2010-12-01 13:17:00,100.0,,,,,,,,,,,100.0,100.0
2010-12-01 13:20:00,100.0,,,,,,,,,,,,
2010-12-01 13:21:00,100.0,,,,,,,100.0,,100.0,,,
2010-12-01 13:23:00,100.0,100.0,,,,,,,,,,100.0,
2010-12-01 13:24:00,100.0,,,,,,,,,100.0,100.0,100.0,100.0
2010-12-01 13:31:00,100.0,100.0,,,,,100.0,,,,,,
2010-12-01 13:33:00,100.0,,,,,,,,,,,,
2010-12-01 13:38:00,100.0,,100.0,,100.0,,,,,100.0,,100.0,
2010-12-01 13:45:00,100.0,100.0,,100.0,100.0,100.0,,100.0,100.0,100.0,,100.0,100.0
2010-12-01 13:51:00,100.0,,,,,,,,,,,,
2010-12-01 13:54:00,100.0,,,,,,,,,,,,100.0
2010-12-01 14:03:00,100.0,,,,,,,,,,,,
2010-12-01 14:05:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-01 14:11:00,100.0,,100.0,,100.0,,,,100.0,100.0,,,
2010-12-01 14:30:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-01 14:33:00,100.0,100.0,100.0,100.0,,,100.0,100.0,,,100.0,100.0,
2010-12-01 14:34:00,100.0,,100.0,,100.0,100.0,100.0,,100.0,,100.0,100.0,100.0
2010-12-01 14:38:00,100.0,,,,,,,,,,,,
2010-12-01 14:54:00,100.0,,,100.0,100.0,,100.0,,,100.0,,,
2010-12-01 15:00:00,100.0,100.0,100.0,100.0,,,,,,,,,
2010-12-01 15:06:00,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-01 15:08:00,100.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,50.0
2010-12-01 15:21:00,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,,,
2010-12-01 15:27:00,100.0,,,,,,,,,100.0,,,
2010-12-01 15:35:00,100.0,,50.0,,,,,,,,,,
2010-12-01 15:37:00,100.0,100.0,,,100.0,,100.0,,100.0,100.0,,,100.0
2010-12-01 15:40:00,100.0,,,,,100.0,,,,,,,100.0
2010-12-01 15:45:00,100.0,,,,,,,,,,100.0,,
2010-12-01 16:01:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-01 16:15:00,100.0,100.0,,100.0,100.0,100.0,100.0,,100.0,,100.0,100.0,
2010-12-01 16:21:00,100.0,100.0,,,100.0,100.0,100.0,100.0,,,,,
2010-12-01 16:24:00,100.0,100.0,,100.0,100.0,,,,,100.0,,,
2010-12-01 16:25:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
2010-12-01 16:33:00,100.0,,,,,,,,,,,,
2010-12-01 16:49:00,100.0,,,,100.0,,,100.0,,100.0,,100.0,
2010-12-01 16:52:00,100.0,,,,,,,,,,,,
2010-12-01 16:57:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-01 17:15:00,100.0,,,,,,,,100.0,,,,
2010-12-01 17:22:00,100.0,100.0,100.0,,100.0,100.0,,,,,,,
2010-12-01 17:24:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
2010-12-01 17:35:00,100.0,,,,,,,,,,,,
2010-12-02 07:48:00,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,100.0,100.0,100.0
2010-12-02 07:49:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,100.0,100.0,100.0
2010-12-02 08:43:00,100.0,,,,,,100.0,,100.0,,100.0,100.0,
2010-12-02 08:52:00,100.0,100.0,,100.0,,,,,,,,,
2010-12-02 09:10:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0
2010-12-02 09:29:00,100.0,,,,,,,,,,,,
2010-12-02 09:37:00,100.0,,,,,,,,,,,,
2010-12-02 09:43:00,100.0,,,100.0,100.0,,,100.0,100.0,100.0,100.0,,
2010-12-02 09:44:00,100.0,,,,,,,,,,,,
2010-12-02 10:09:00,100.0,100.0,,,,100.0,,,,100.0,,,100.0
2010-12-02 10:10:00,100.0,,,,,,,,,,,,
2010-12-02 10:17:00,100.0,,100.0,50.0,50.0,50.0,100.0,100.0,,100.0,50.0,100.0,50.0
2010-12-02 10:27:00,100.0,100.0,,,,100.0,100.0,,100.0,100.0,,100.0,100.0
2010-12-02 10:35:00,100.0,,,,,,,,,,,,
2010-12-02 10:37:00,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-02 10:39:00,100.0,100.0,100.0,,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,
2010-12-02 10:45:00,100.0,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
2010-12-02 10:46:00,100.0,,,100.0,,100.0,100.0,,,100.0,,,100.0
2010-12-02 10:53:00,100.0,100.0,100.0,100.0,,100.0,100.0,,,,,,
2010-12-02 11:02:00,100.0,,,100.0,,100.0,,100.0,100.0,100.0,,100.0,100.0
2010-12-02 11:20:00,100.0,,,,,,,,100.0,100.0,,100.0,
2010-12-02 11:21:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,
2010-12-02 11:22:00,100.0,,,,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,
2010-12-02 11:23:00,100.0,,,,,,,,,,,,
2010-12-02 11:41:00,100.0,,,,,100.0,,,,,,,
2010-12-02 11:45:00,100.0,,,,,,,,,,100.0,100.0,
2010-12-02 11:56:00,100.0,,,,100.0,100.0,,100.0,,,100.0,100.0,
2010-12-02 12:07:00,100.0,,100.0,,,,,,,,,,
2010-12-02 12:09:00,100.0,,,,100.0,100.0,100.0,100.0,100.0,,,,
2010-12-02 12:10:00,100.0,,50.0,50.0,50.0,,50.0,50.0,50.0,50.0,,50.0,50.0
2010-12-02 12:11:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-02 12:16:00,100.0,,,,,,,,,,,,
2010-12-02 12:18:00,100.0,,,,,,,,,,,,
2010-12-02 12:22:00,100.0,,,,100.0,100.0,,100.0,,100.0,,100.0,
2010-12-02 12:28:00,100.0,,,,100.0,,,,,,,,
2010-12-02 12:33:00,100.0,,,,,,,100.0,,,,,
2010-12-02 12:47:00,100.0,,100.0,,,100.0,100.0,100.0,100.0,,,100.0,100.0
2010-12-02 12:50:00,100.0,100.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,50.0,100.0,100.0,
2010-12-02 12:58:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-02 13:06:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,
2010-12-02 13:08:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
2010-12-02 13:11:00,100.0,100.0,,100.0,100.0,100.0,,,100.0,,,100.0,
2010-12-02 13:14:00,100.0,,,,,,,,,,,100.0,
2010-12-02 13:32:00,100.0,,,,,,,,,,,100.0,
2010-12-02 13:36:00,100.0,,100.0,100.0,,,100.0,,100.0,100.0,,100.0,
2010-12-02 13:38:00,100.0,,,,,,,,,,,100.0,
2010-12-02 13:39:00,100.0,,,,,,,,,,,,
2010-12-02 13:44:00,100.0,,,,,,100.0,,,100.0,,,
2010-12-02 13:45:00,100.0,100.0,100.0,,,,,,,,,,
2010-12-02 13:49:00,100.0,,,,,,,,,,,,
2010-12-02 14:09:00,100.0,,,,100.0,,,,,,100.0,100.0,
2010-12-02 14:23:00,100.0,,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,
2010-12-02 14:26:00,100.0,,,,,,,,,,,,
2010-12-02 14:29:00,100.0,,,,,,,,,,,,
2010-12-02 14:30:00,100.0,100.0,100.0,100.0,100.0,,,100.0,,,100.0,,
2010-12-02 14:40:00,100.0,,,,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,
2010-12-02 14:42:00,100.0,100.0,100.0,100.0,,,,,,100.0,,100.0,
2010-12-02 14:47:00,100.0,100.0,,100.0,,100.0,100.0,100.0,100.0,100.0,,100.0,100.0
2010-12-02 15:00:00,100.0,,,,,100.0,,,,,,,
2010-12-02 15:03:00,100.0,,,,100.0,,,100.0,,100.0,100.0,100.0,
2010-12-02 15:08:00,100.0,100.0,,,,,,,,,,,
2010-12-02 15:18:00,100.0,,100.0,100.0,100.0,,,100.0,,100.0,100.0,,100.0
2010-12-02 15:19:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-02 15:39:00,100.0,100.0,,,100.0,,,100.0,,,100.0,,
2010-12-02 15:40:00,100.0,100.0,100.0,,100.0,,100.0,100.0,100.0,100.0,,100.0,100.0
2010-12-02 15:46:00,100.0,,,,,,100.0,,,,,,
2010-12-02 15:49:00,100.0,100.0,,,100.0,,,,,,100.0,,
2010-12-02 15:55:00,100.0,,100.0,,,,,,,100.0,,100.0,
2010-12-02 16:00:00,100.0,,100.0,,,100.0,,,,100.0,100.0,100.0,
2010-12-02 16:12:00,100.0,,,,,,100.0,,,,,100.0,
2010-12-02 16:29:00,100.0,,100.0,,,100.0,,,,,100.0,100.0,100.0
2010-12-02 16:34:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0
2010-12-02 16:38:00,100.0,,,,,,,100.0,,,100.0,,
2010-12-02 16:42:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-02 16:45:00,100.0,,,100.0,,,100.0,,,100.0,,,
2010-12-02 16:46:00,100.0,,100.0,,,100.0,100.0,,100.0,,100.0,100.0,100.0
2010-12-02 16:48:00,100.0,,100.0,100.0,100.0,,100.0,,100.0,,100.0,,
2010-12-02 16:59:00,100.0,,,,100.0,,,100.0,,,,,
2010-12-02 17:03:00,100.0,,,,,,,,,,,,
2010-12-02 17:05:00,100.0,,100.0,,,,,100.0,,,100.0,,
2010-12-02 17:08:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
2010-12-02 17:09:00,100.0,,,,,,,,,,,,
2010-12-02 17:12:00,100.0,,,,,,,,100.0,,,,
2010-12-02 17:14:00,100.0,,100.0,100.0,,100.0,100.0,,,,,,
2010-12-02 17:17:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-02 17:19:00,100.0,,,,,100.0,100.0,,,,,,
2010-12-02 17:22:00,100.0,,,,,,,,,,,,
2010-12-02 17:24:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-02 17:27:00,100.0,,,,,,100.0,,,,,,
2010-12-02 17:35:00,100.0,,,,100.0,,,100.0,,,,,
2010-12-02 17:36:00,100.0,,,,,,,,,,,,
2010-12-02 17:38:00,100.0,,,,,,,,,,,,
2010-12-02 17:41:00,100.0,,,,,100.0,,,,,,,
2010-12-02 17:48:00,100.0,100.0,,100.0,,100.0,,,,,,,
2010-12-02 17:51:00,100.0,,,,,,,,,,,,
2010-12-02 18:06:00,100.0,,,,,,,,100.0,100.0,100.0,,
2010-12-02 18:15:00,100.0,100.0,,100.0,100.0,100.0,100.0,,,100.0,100.0,,100.0
2010-12-02 18:23:00,100.0,,,,,,,,,,,,100.0
2010-12-02 18:25:00,100.0,100.0,100.0,100.0,,100.0,,,100.0,,,100.0,
2010-12-02 18:27:00,100.0,50.0,,50.0,,,,,50.0,50.0,50.0,50.0,
2010-12-02 18:45:00,100.0,,,,,,,,,100.0,100.0,,
2010-12-02 18:49:00,100.0,,,,,,,,,100.0,,,
2010-12-02 19:18:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,
2010-12-02 19:59:00,100.0,,100.0,100.0,,100.0,100.0,,,,,,
2010-12-03 09:31:00,100.0,,100.0,,,,,,,,100.0,100.0,
2010-12-03 09:45:00,100.0,,,,,,,100.0,,,100.0,,
2010-12-03 09:47:00,100.0,,,,,,,,,,,,
2010-12-03 09:49:00,100.0,,100.0,,,,,,,,,,100.0
2010-12-03 09:51:00,100.0,,,,,,,,,,,,
2010-12-03 10:07:00,100.0,,,,,,,,,,,,
2010-12-03 10:09:00,100.0,,100.0,,100.0,,100.0,,,100.0,100.0,,
2010-12-03 10:11:00,100.0,,100.0,100.0,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-03 10:26:00,100.0,,,,,,,,,,,,
2010-12-03 10:33:00,100.0,,,,,,100.0,,,,,,
2010-12-03 10:36:00,100.0,100.0,,100.0,,,100.0,100.0,100.0,,100.0,,
2010-12-03 10:43:00,100.0,50.0,50.0,100.0,100.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,100.0
2010-12-03 10:44:00,100.0,,,,,,,,,,100.0,100.0,
2010-12-03 11:19:00,100.0,,,,,,,,,,,,
2010-12-03 11:35:00,100.0,,,,,,,100.0,,100.0,,100.0,100.0
2010-12-03 11:42:00,100.0,,,,,,,,,,,,
2010-12-03 12:05:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,
2010-12-03 12:11:00,100.0,,100.0,,,,,,,,,,100.0
2010-12-03 12:20:00,100.0,100.0,,100.0,,,,100.0,,,,100.0,
2010-12-03 12:24:00,100.0,,,100.0,,100.0,,100.0,100.0,,,,100.0
2010-12-03 12:28:00,100.0,,,,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-03 12:43:00,100.0,100.0,100.0,,100.0,100.0,,,100.0,100.0,,,
2010-12-03 12:48:00,100.0,100.0,,100.0,,100.0,,100.0,,,100.0,,
2010-12-03 12:57:00,100.0,,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,100.0,
2010-12-03 13:09:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-03 13:12:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-03 13:40:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,100.0,
2010-12-03 13:42:00,100.0,,,,,,,,,,,,
2010-12-03 13:43:00,100.0,100.0,100.0,,,,,100.0,,,,,
2010-12-03 13:59:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-03 14:18:00,100.0,50.0,50.0,50.0,50.0,,50.0,,50.0,,100.0,50.0,50.0
2010-12-03 14:26:00,100.0,,100.0,,100.0,100.0,100.0,,,100.0,,,
2010-12-03 14:30:00,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,100.0,100.0,
2010-12-03 14:40:00,100.0,50.0,50.0,50.0,,50.0,50.0,,50.0,,50.0,50.0,50.0
2010-12-03 14:54:00,100.0,,,,,,,,,,,100.0,
2010-12-03 15:05:00,100.0,100.0,,100.0,,100.0,100.0,100.0,,100.0,100.0,100.0,100.0
2010-12-03 15:14:00,100.0,100.0,,,,,,,,,,,
2010-12-03 15:16:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-03 15:19:00,100.0,,,,,,,,,,100.0,,
2010-12-03 15:25:00,100.0,100.0,100.0,,100.0,,,100.0,,,,100.0,
2010-12-03 15:45:00,100.0,,,,,,,,,,,,
2010-12-03 16:02:00,100.0,100.0,100.0,,,,,,,,,,
2010-12-03 16:35:00,100.0,100.0,100.0,100.0,,100.0,100.0,,100.0,,100.0,100.0,
2010-12-03 16:44:00,100.0,,,100.0,,100.0,,,,100.0,100.0,,
2010-12-03 17:20:00,100.0,100.0,100.0,100.0,,100.0,,100.0,100.0,,,100.0,100.0
2010-12-03 17:28:00,100.0,,,,,,,,,,100.0,,
2010-12-05 10:03:00,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-05 10:12:00,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,,100.0,100.0,100.0,
2010-12-05 10:25:00,100.0,100.0,100.0,,,100.0,,100.0,,,100.0,,
2010-12-05 10:27:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-05 10:36:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-05 10:45:00,100.0,,,,,,,,100.0,,,,100.0
2010-12-05 10:48:00,100.0,,,,,,,,,100.0,100.0,100.0,
2010-12-05 10:52:00,100.0,,100.0,,,100.0,,,100.0,100.0,100.0,,100.0
2010-12-05 10:54:00,100.0,,,,100.0,100.0,100.0,,,,100.0,,
2010-12-05 10:58:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-05 11:02:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-05 11:04:00,100.0,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
2010-12-05 11:10:00,100.0,100.0,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,,
2010-12-05 11:15:00,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-05 11:38:00,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
2010-12-05 11:40:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-05 11:45:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
2010-12-05 11:51:00,100.0,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-05 11:54:00,100.0,,,,,,,,,,,,
2010-12-05 11:57:00,100.0,,100.0,,,100.0,100.0,,100.0,100.0,,100.0,
2010-12-05 11:59:00,100.0,100.0,,,,,,,,,,,
2010-12-05 12:00:00,100.0,,,,,,,,,,,,
2010-12-05 12:08:00,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,,100.0,,
2010-12-05 12:09:00,100.0,100.0,100.0,100.0,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-05 12:13:00,100.0,50.0,50.0,50.0,50.0,100.0,50.0,100.0,,100.0,50.0,100.0,
2010-12-05 12:15:00,100.0,100.0,,,,,,,,,,,
2010-12-05 12:23:00,100.0,100.0,,,,,,,,,100.0,,
2010-12-05 12:26:00,100.0,,,100.0,,100.0,,100.0,,,,,
2010-12-05 12:29:00,100.0,,,,,,,,,,,50.0,
2010-12-05 12:34:00,100.0,100.0,,100.0,,,100.0,,,100.0,,100.0,
2010-12-05 12:35:00,100.0,,,100.0,,100.0,,,100.0,,,100.0,
2010-12-05 12:43:00,100.0,100.0,,100.0,,100.0,,,,100.0,,100.0,
2010-12-05 12:44:00,100.0,,,100.0,100.0,,100.0,,,,100.0,100.0,
2010-12-05 12:47:00,100.0,,,,,,100.0,,,,,,
2010-12-05 12:57:00,100.0,100.0,100.0,,100.0,100.0,,100.0,,,,100.0,100.0
2010-12-05 13:00:00,100.0,,,,,,,,,,,,
2010-12-05 13:03:00,100.0,,,,,,,,,,,,
2010-12-05 13:05:00,100.0,100.0,100.0,,,,,,,,,,
2010-12-05 13:08:00,100.0,100.0,100.0,100.0,,,100.0,,100.0,100.0,100.0,,100.0
2010-12-05 13:10:00,100.0,,100.0,,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0
2010-12-05 13:18:00,100.0,,,100.0,,100.0,,,,,,,
2010-12-05 13:21:00,100.0,,100.0,100.0,,,,100.0,,100.0,100.0,,
2010-12-05 13:26:00,100.0,,,,,,,,,,,100.0,
2010-12-05 13:42:00,100.0,,,100.0,,,,,,,,,
2010-12-05 13:49:00,100.0,100.0,,100.0,,100.0,100.0,100.0,100.0,,100.0,,100.0
2010-12-05 13:53:00,100.0,100.0,,,100.0,,100.0,,100.0,100.0,100.0,100.0,100.0
2010-12-05 13:55:00,100.0,,,100.0,,,,,,,,100.0,
2010-12-05 14:02:00,100.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,100.0,
2010-12-05 14:06:00,100.0,,,100.0,,,,,,,,,
2010-12-05 14:17:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0
2010-12-05 14:25:00,100.0,,,100.0,,,100.0,,,,100.0,100.0,
2010-12-05 14:45:00,100.0,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
2010-12-05 14:52:00,100.0,,,,,,,,,,100.0,,
2010-12-05 15:12:00,100.0,,,,,,,100.0,,,,,
2010-12-05 15:15:00,100.0,100.0,,100.0,,100.0,,,,,100.0,100.0,
2010-12-05 15:18:00,100.0,,100.0,,,100.0,,,100.0,,,,100.0
2010-12-05 15:21:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-05 15:35:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
2010-12-05 15:38:00,100.0,100.0,,100.0,,100.0,100.0,,100.0,,100.0,100.0,100.0
2010-12-05 15:40:00,100.0,,,100.0,,,100.0,,100.0,100.0,100.0,100.0,
2010-12-05 15:46:00,100.0,,,,,,,100.0,,,,,
2010-12-05 15:47:00,100.0,,100.0,100.0,,,,,,,,,
2010-12-05 15:54:00,100.0,100.0,,100.0,100.0,,100.0,100.0,,100.0,100.0,100.0,
2010-12-05 16:00:00,100.0,100.0,,100.0,,,100.0,,100.0,,,100.0,
2010-12-05 16:10:00,100.0,,,,,,,,,,,100.0,
2010-12-05 16:24:00,100.0,100.0,,,,,,,,,,100.0,
2010-12-06 08:34:00,100.0,,,,,100.0,,100.0,100.0,,,100.0,
2010-12-06 08:42:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-06 09:21:00,100.0,,,100.0,,,,,,,100.0,,
2010-12-06 09:31:00,100.0,,,,,,,,,,,100.0,
2010-12-06 09:37:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-12-06 09:40:00,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0
2010-12-06 09:52:00,100.0,,,,,,,,,,,,
2010-12-06 10:05:00,100.0,,100.0,,100.0,100.0,100.0,100.0,,,100.0,100.0,100.0
2010-12-06 10:18:00,100.0,,100.0,,,,,100.0,,,,,100.0
