CustomerID,Total_Spending,Segment
12679.0,1058.67,High Spend
12680.0,862.81,High Spend
12681.0,13677.59,High Spend
12682.0,12279.82,High Spend
12683.0,8221.09,High Spend
12684.0,2283.63,High Spend
12685.0,2863.08,High Spend
12686.0,89.14,Medium Spend
12688.0,4873.8099999999995,High Spend
12689.0,1247.61,High Spend
12690.0,389.01,High Spend
12691.0,1035.8,High Spend
12693.0,830.96,High Spend
12694.0,869.67,High Spend
12695.0,582.1,High Spend
12697.0,939.02,High Spend
12700.0,4867.99,High Spend
12701.0,797.71,High Spend
12702.0,219.0,High Spend
12703.0,274.7,High Spend
12704.0,2220.84,High Spend
12705.0,6814.24,High Spend
12707.0,603.42,High Spend
12708.0,2616.32,High Spend
12709.0,9264.1,High Spend
12710.0,1130.57,High Spend
12712.0,4241.63,High Spend
12713.0,848.55,High Spend
12714.0,4708.86,High Spend
12715.0,343.36,High Spend
12716.0,1053.49,High Spend
12717.0,980.98,High Spend
12718.0,238.25,High Spend
12719.0,608.1,High Spend
12720.0,5713.28,High Spend
12721.0,2628.98,High Spend
12722.0,904.33,High Spend
12723.0,725.07,High Spend
12724.0,1031.41,High Spend
12725.0,427.8,High Spend
12726.0,2609.1,High Spend
12727.0,3947.7,High Spend
12728.0,836.33,High Spend
12729.0,453.01,High Spend
12731.0,18793.41,High Spend
12732.0,236.26000000000002,High Spend
12733.0,383.95,High Spend
12734.0,110.39999999999999,Medium Spend
12735.0,779.5699999999999,High Spend
12736.0,234.0,High Spend
12738.0,155.35,Medium Spend
12739.0,1013.04,High Spend
12740.0,427.6,High Spend
12743.0,540.13,High Spend
12744.0,9120.39,High Spend
12747.0,4196.01,High Spend
12748.0,28405.56,High Spend
12749.0,3868.2,High Spend
12750.0,275.88,High Spend
12752.0,4366.78,High Spend
12753.0,21024.01,High Spend
12754.0,2949.12,High Spend
12755.0,2203.2,High Spend
12756.0,112.07999999999998,Medium Spend
12757.0,4205.25,High Spend
12758.0,2791.59,High Spend
12759.0,1531.44,High Spend
12762.0,1898.52,High Spend
12763.0,494.08,High Spend
12764.0,1693.88,High Spend
12766.0,6989.63,High Spend
12769.0,1143.6,High Spend
12770.0,1351.45,High Spend
12772.0,892.47,High Spend
12775.0,1351.24,High Spend
12778.0,804.23,High Spend
12779.0,3868.7,High Spend
12781.0,707.72,High Spend
12782.0,2273.32,High Spend
12783.0,1603.87,High Spend
12784.0,532.8199999999999,High Spend
12785.0,305.71,High Spend
12787.0,463.66,High Spend
12789.0,91.85,Medium Spend
12790.0,324.92,High Spend
12791.0,192.60000000000002,Medium Spend
12792.0,400.53999999999996,High Spend
12793.0,545.48,High Spend
12794.0,860.41,High Spend
12795.0,430.48,High Spend
12797.0,194.18,Medium Spend
12798.0,6977.04,High Spend
12802.0,412.58,High Spend
12808.0,483.65000000000003,High Spend
12809.0,484.36,High Spend
12811.0,514.85,High Spend
12812.0,229.64000000000001,High Spend
12814.0,125.92,Medium Spend
12815.0,1063.46,High Spend
12816.0,572.2,High Spend
12817.0,166.04,Medium Spend
12818.0,1517.88,High Spend
12820.0,942.34,High Spend
12821.0,92.72,Medium Spend
12822.0,918.98,High Spend
12823.0,1759.5,High Spend
12824.0,397.12,High Spend
12826.0,1468.1200000000001,High Spend
12827.0,430.15000000000003,High Spend
12828.0,1018.71,High Spend
12829.0,253.05,High Spend
12830.0,6748.4,High Spend
12831.0,215.05,High Spend
12832.0,383.03,High Spend
12833.0,417.38,High Spend
12834.0,312.38,High Spend
12836.0,2610.36,High Spend
12837.0,134.1,Medium Spend
12838.0,671.95,High Spend
12839.0,5583.62,High Spend
12840.0,2714.27,High Spend
12841.0,3845.63,High Spend
12842.0,1118.99,High Spend
12843.0,1680.76,High Spend
12844.0,325.96000000000004,High Spend
12845.0,354.09,High Spend
12847.0,843.64,High Spend
12849.0,1010.29,High Spend
12851.0,131.81,Medium Spend
12852.0,299.75,High Spend
12853.0,1881.7,High Spend
12854.0,1280.9,High Spend
12855.0,38.1,Low Spend
12856.0,2153.53,High Spend
12857.0,1106.4,High Spend
12863.0,504.2,High Spend
12864.0,147.12,Medium Spend
12865.0,1548.07,High Spend
12866.0,559.12,High Spend
12867.0,3958.74,High Spend
12868.0,1607.0600000000002,High Spend
12870.0,-14.899999999999999,Low Spend
12871.0,380.64,High Spend
12872.0,599.97,High Spend
12873.0,374.0,High Spend
12875.0,343.2300000000001,High Spend
12876.0,2218.02,High Spend
12877.0,1535.77,High Spend
12878.0,841.64,High Spend
12879.0,552.5699999999999,High Spend
12881.0,298.0,High Spend
12882.0,1463.04,High Spend
12883.0,703.47,High Spend
12884.0,309.05,High Spend
12885.0,1158.27,High Spend
12886.0,1351.09,High Spend
12888.0,313.77,High Spend
12890.0,376.71999999999997,High Spend
12891.0,331.0,High Spend
12893.0,176.55,Medium Spend
12895.0,347.3,High Spend
12897.0,216.5,High Spend
12901.0,16293.1,High Spend
12902.0,138.68,Medium Spend
12904.0,496.06,High Spend
12906.0,2919.81,High Spend
12908.0,246.0,High Spend
12909.0,2128.83,High Spend
12910.0,3075.04,High Spend
12912.0,1662.3,High Spend
12913.0,2483.63,High Spend
12915.0,363.65,High Spend
12916.0,2921.15,High Spend
12917.0,594.0,High Spend
12919.0,1301.44,High Spend
12920.0,162.78,Medium Spend
12921.0,16389.74,High Spend
12922.0,405.38,High Spend
12923.0,172.82,Medium Spend
12924.0,929.95,High Spend
12925.0,694.05,High Spend
12928.0,2062.7000000000003,High Spend
12929.0,105.1,Medium Spend
12930.0,409.9,High Spend
12931.0,33462.81,High Spend
12933.0,606.28,High Spend
12935.0,2156.45,High Spend
12936.0,1012.9,High Spend
12937.0,1504.27,High Spend
12938.0,114.14,Medium Spend
12939.0,11581.8,High Spend
12940.0,862.44,High Spend
12942.0,675.6,High Spend
12943.0,-3.75,Low Spend
12944.0,604.51,High Spend
12945.0,462.95,High Spend
12947.0,1407.29,High Spend
12948.0,2053.7,High Spend
12949.0,4143.02,High Spend
12950.0,1843.0,High Spend
12951.0,1042.07,High Spend
12952.0,1382.8400000000001,High Spend
12953.0,329.85,High Spend
12955.0,4734.26,High Spend
12956.0,108.07,Medium Spend
12957.0,3979.04,High Spend
12962.0,266.39,High Spend
12963.0,1841.03,High Spend
12965.0,769.8100000000001,High Spend
12966.0,160.18,Medium Spend
12967.0,1194.75,High Spend
12968.0,135.95,Medium Spend
12970.0,405.47,High Spend
12971.0,10930.26,High Spend
12974.0,144.8,Medium Spend
12976.0,738.6,High Spend
12977.0,39.239999999999995,Low Spend
12980.0,7092.06,High Spend
12981.0,372.21999999999997,High Spend
12982.0,377.2,High Spend
12984.0,97.5,Medium Spend
12985.0,1215.6200000000001,High Spend
12987.0,545.0,High Spend
12988.0,505.82,High Spend
12989.0,6854.51,High Spend
12990.0,409.5,High Spend
12991.0,503.76,High Spend
12993.0,414.76,High Spend
12994.0,902.22,High Spend
12995.0,200.72,High Spend
12997.0,1197.94,High Spend
12999.0,455.88,High Spend
13000.0,534.85,High Spend
13001.0,9765.07,High Spend
13002.0,120.94999999999999,Medium Spend
13003.0,149.05,Medium Spend
13004.0,5613.43,High Spend
13005.0,468.95,High Spend
13006.0,81.57,Medium Spend
13008.0,178.46999999999997,Medium Spend
13011.0,50.550000000000004,Medium Spend
13012.0,1296.6200000000001,High Spend
13013.0,4786.99,High Spend
13014.0,3365.43,High Spend
13015.0,3339.64,High Spend
13016.0,789.89,High Spend
13017.0,204.0,High Spend
13018.0,7272.75,High Spend
13021.0,2584.4,High Spend
13023.0,689.9,High Spend
13026.0,936.15,High Spend
13027.0,6912.0,High Spend
13028.0,659.68,High Spend
13029.0,1247.5,High Spend
13030.0,752.4399999999999,High Spend
13032.0,996.52,High Spend
13033.0,190.55,Medium Spend
13034.0,642.77,High Spend
13035.0,886.63,High Spend
13037.0,881.07,High Spend
13038.0,908.46,High Spend
13040.0,676.99,High Spend
13043.0,471.57,High Spend
13044.0,560.47,High Spend
13045.0,305.28000000000003,High Spend
13046.0,629.31,High Spend
13047.0,3079.1,High Spend
13048.0,1789.41,High Spend
13049.0,656.6800000000001,High Spend
13050.0,5684.61,High Spend
13052.0,348.15000000000003,High Spend
13055.0,1201.96,High Spend
13058.0,271.40000000000003,High Spend
13059.0,183.4,Medium Spend
13060.0,307.53,High Spend
13061.0,248.61,High Spend
13062.0,346.98,High Spend
13064.0,1105.59,High Spend
13065.0,205.86,High Spend
13066.0,430.9,High Spend
13067.0,115.46000000000001,Medium Spend
13068.0,344.0,High Spend
13069.0,3713.14,High Spend
13070.0,228.8,High Spend
13072.0,177.15,Medium Spend
13075.0,919.61,High Spend
13077.0,728.02,High Spend
13078.0,12432.28,High Spend
13079.0,220.10000000000002,High Spend
13080.0,58.08,Medium Spend
13081.0,27964.48,High Spend
13082.0,3595.48,High Spend
13083.0,303.75,High Spend
13085.0,272.38,High Spend
13089.0,57322.13,High Spend
13090.0,8689.39,High Spend
13091.0,319.82,High Spend
13092.0,459.83,High Spend
13093.0,7741.47,High Spend
13094.0,1708.8600000000001,High Spend
13095.0,74.39999999999999,Medium Spend
13097.0,5886.12,High Spend
13098.0,28658.88,High Spend
13099.0,207.35999999999999,High Spend
13101.0,101.19,Medium Spend
13102.0,6336.29,High Spend
13103.0,243.94,High Spend
13104.0,1098.48,High Spend
13106.0,59.5,Medium Spend
13107.0,1524.07,High Spend
13108.0,350.06,High Spend
13109.0,766.84,High Spend
13110.0,1452.8700000000001,High Spend
13113.0,10510.0,High Spend
13115.0,2205.63,High Spend
13116.0,485.19,High Spend
13117.0,984.91,High Spend
13118.0,1125.0,High Spend
13120.0,30.599999999999998,Low Spend
13121.0,254.73,High Spend
13122.0,922.39,High Spend
13124.0,3756.33,High Spend
13126.0,2056.29,High Spend
13127.0,259.17,High Spend
13130.0,64.0,Medium Spend
13131.0,1039.3,High Spend
13132.0,77.3,Medium Spend
13133.0,109.8,Medium Spend
13134.0,1740.63,High Spend
13135.0,3096.0,High Spend
13136.0,2545.38,High Spend
13137.0,3557.96,High Spend
13138.0,962.39,High Spend
13139.0,5055.79,High Spend
13140.0,422.47,High Spend
13141.0,2385.8,High Spend
13142.0,307.09,High Spend
13144.0,110.95,Medium Spend
13145.0,614.77,High Spend
13146.0,228.91,High Spend
13147.0,712.8000000000001,High Spend
13148.0,3324.62,High Spend
13149.0,1676.06,High Spend
13151.0,1250.3700000000001,High Spend
13153.0,486.22,High Spend
13154.0,-611.86,Low Spend
13155.0,971.76,High Spend
13157.0,1721.57,High Spend
13158.0,1201.06,High Spend
13159.0,1371.25,High Spend
13160.0,91.8,Medium Spend
13161.0,112.75,Medium Spend
13162.0,1644.99,High Spend
13165.0,1021.48,High Spend
13166.0,414.7,High Spend
13167.0,791.33,High Spend
13168.0,1290.54,High Spend
13169.0,712.88,High Spend
13170.0,108.81,Medium Spend
13171.0,426.81,High Spend
13173.0,353.65,High Spend
13174.0,2742.82,High Spend
13176.0,481.49,High Spend
13177.0,282.45,High Spend
13178.0,5725.47,High Spend
13182.0,121.18,Medium Spend
13183.0,3957.78,High Spend
13184.0,1616.45,High Spend
13185.0,71.4,Medium Spend
13186.0,1539.69,High Spend
13187.0,236.02,High Spend
13188.0,114.60000000000001,Medium Spend
13189.0,260.68,High Spend
13192.0,911.94,High Spend
13193.0,112.08,Medium Spend
13194.0,60.7,Medium Spend
13196.0,1797.78,High Spend
13198.0,3384.09,High Spend
13199.0,9803.96,High Spend
13200.0,870.09,High Spend
13203.0,869.46,High Spend
13207.0,250.26000000000002,High Spend
13208.0,1199.65,High Spend
13209.0,5820.16,High Spend
13210.0,353.48,High Spend
13211.0,1095.42,High Spend
13212.0,779.33,High Spend
13213.0,1518.43,High Spend
13216.0,333.74,High Spend
13217.0,133.62,Medium Spend
13218.0,62.63999999999999,Medium Spend
13220.0,819.2900000000001,High Spend
13221.0,847.41,High Spend
13223.0,163.20000000000002,Medium Spend
13224.0,2150.85,High Spend
13225.0,6083.04,High Spend
13226.0,108.21000000000001,Medium Spend
13227.0,257.7,High Spend
13228.0,358.0,High Spend
13229.0,160.95,Medium Spend
13230.0,2712.07,High Spend
13232.0,1328.35,High Spend
13233.0,605.12,High Spend
13235.0,101.17000000000007,Medium Spend
13236.0,727.27,High Spend
13238.0,680.83,High Spend
13239.0,329.56,High Spend
13240.0,663.65,High Spend
13242.0,270.40000000000003,High Spend
13243.0,585.12,High Spend
13244.0,121.74000000000001,Medium Spend
13245.0,430.5,High Spend
13246.0,1896.32,High Spend
13247.0,501.12,High Spend
13248.0,465.68,High Spend
13249.0,711.41,High Spend
13253.0,1030.4,High Spend
13255.0,390.66,High Spend
13256.0,0.0,Low Spend
13258.0,672.83,High Spend
13259.0,283.18,High Spend
13260.0,557.62,High Spend
13261.0,944.1,High Spend
13262.0,200.29,High Spend
13263.0,7436.93,High Spend
13265.0,2092.66,High Spend
13266.0,3717.67,High Spend
13267.0,4404.44,High Spend
13268.0,3127.7,High Spend
13269.0,5312.97,High Spend
13270.0,590.0,High Spend
13271.0,172.37,Medium Spend
13272.0,276.56,High Spend
13273.0,138.98,Medium Spend
13276.0,590.9300000000001,High Spend
13277.0,258.4,High Spend
13278.0,542.73,High Spend
13279.0,126.30000000000001,Medium Spend
13280.0,798.46,High Spend
13282.0,1047.8400000000001,High Spend
13283.0,93.66,Medium Spend
13284.0,196.15,Medium Spend
13285.0,2709.12,High Spend
13291.0,361.11,High Spend
13292.0,578.9399999999999,High Spend
13294.0,873.74,High Spend
13295.0,197.95000000000002,Medium Spend
13296.0,87.4,Medium Spend
13297.0,2089.85,High Spend
13298.0,360.0,High Spend
13299.0,142.5,Medium Spend
13300.0,365.29,High Spend
13301.0,618.09,High Spend
13302.0,63.75,Medium Spend
13304.0,300.42,High Spend
13305.0,2000.86,High Spend
13307.0,15.0,Low Spend
13308.0,1367.6100000000001,High Spend
13309.0,1456.79,High Spend
13310.0,1083.63,High Spend
13311.0,598.57,High Spend
13313.0,1555.32,High Spend
13314.0,593.51,High Spend
13316.0,5570.6900000000005,High Spend
13317.0,2140.07,High Spend
13318.0,640.76,High Spend
13319.0,10664.34,High Spend
13320.0,1475.2,High Spend
13321.0,567.36,High Spend
13322.0,199.48000000000002,Medium Spend
13323.0,787.85,High Spend
13324.0,7072.8,High Spend
13325.0,675.3,High Spend
13327.0,3617.57,High Spend
13328.0,1308.48,High Spend
13329.0,740.4,High Spend
13330.0,1140.93,High Spend
13332.0,350.9,High Spend
13334.0,3502.32,High Spend
13336.0,795.12,High Spend
13338.0,431.82,High Spend
13339.0,860.12,High Spend
13340.0,10736.48,High Spend
13341.0,775.85,High Spend
13343.0,303.93,High Spend
13344.0,2511.69,High Spend
13345.0,377.6,High Spend
13347.0,341.36,High Spend
13348.0,233.76,High Spend
13349.0,247.32,High Spend
13350.0,910.72,High Spend
13351.0,373.94,High Spend
13352.0,389.28,High Spend
13354.0,743.53,High Spend
13355.0,674.7,High Spend
13356.0,768.24,High Spend
13357.0,609.4,High Spend
13358.0,439.03,High Spend
13359.0,431.26,High Spend
13362.0,3085.4900000000002,High Spend
13363.0,992.5,High Spend
13364.0,0.0,Low Spend
13365.0,2191.22,High Spend
13366.0,56.160000000000004,Medium Spend
13368.0,623.4,High Spend
13369.0,263.75,High Spend
13370.0,721.32,High Spend
13372.0,378.64,High Spend
13373.0,3312.25,High Spend
13375.0,772.9,High Spend
13376.0,1019.76,High Spend
13379.0,572.56,High Spend
13381.0,3626.81,High Spend
13382.0,222.99,High Spend
13384.0,4122.28,High Spend
13385.0,534.57,High Spend
13388.0,627.15,High Spend
13389.0,797.96,High Spend
13390.0,544.08,High Spend
13391.0,59.8,Medium Spend
13394.0,2312.8,High Spend
13395.0,307.72,High Spend
13396.0,1325.29,High Spend
13397.0,1539.18,High Spend
13398.0,457.34,High Spend
13402.0,621.23,High Spend
13403.0,75.0,Medium Spend
13404.0,252.49,High Spend
13405.0,572.451,High Spend
13408.0,27487.41,High Spend
13410.0,988.91,High Spend
13411.0,213.55,High Spend
13414.0,1390.5,High Spend
13416.0,712.5,High Spend
13417.0,640.83,High Spend
13418.0,5845.44,High Spend
13419.0,221.06,High Spend
13420.0,140.35,Medium Spend
13421.0,1831.61,High Spend
13422.0,2601.55,High Spend
13425.0,1624.21,High Spend
13426.0,3550.7000000000003,High Spend
13427.0,582.6,High Spend
13428.0,201.78,High Spend
13429.0,1006.8,High Spend
13430.0,648.6899999999999,High Spend
13431.0,1269.1,High Spend
13434.0,534.24,High Spend
13435.0,3794.4900000000002,High Spend
13436.0,196.89,Medium Spend
13437.0,3408.06,High Spend
13439.0,283.71,High Spend
13441.0,296.64,High Spend
13447.0,1104.23,High Spend
13448.0,3460.9900000000002,High Spend
13449.0,291.88,High Spend
13450.0,2043.7199999999998,High Spend
13451.0,2838.56,High Spend
13452.0,590.0,High Spend
13453.0,356.97999999999996,High Spend
13455.0,1007.35,High Spend
13456.0,1737.8200000000002,High Spend
13458.0,9537.92,High Spend
13460.0,183.44,Medium Spend
13461.0,1445.0,High Spend
13462.0,143.25,Medium Spend
13464.0,674.68,High Spend
13466.0,297.95,High Spend
13467.0,1071.91,High Spend
13468.0,5656.75,High Spend
13470.0,165.0,Medium Spend
13471.0,2501.84,High Spend
13473.0,417.54,High Spend
13474.0,226.84,High Spend
13475.0,1431.78,High Spend
13476.0,1092.77,High Spend
13477.0,1441.53,High Spend
13479.0,291.0,High Spend
13481.0,1776.81,High Spend
13482.0,184.64,Medium Spend
13483.0,140.34,Medium Spend
13484.0,313.8,High Spend
13485.0,454.24,High Spend
13486.0,1122.41,High Spend
13487.0,575.4,High Spend
13488.0,8910.61,High Spend
13489.0,449.52,High Spend
13491.0,1215.82,High Spend
13492.0,1269.84,High Spend
13493.0,618.63,High Spend
13494.0,316.26000000000005,High Spend
13495.0,1990.1200000000001,High Spend
13496.0,617.93,High Spend
13497.0,321.05,High Spend
13499.0,1146.96,High Spend
13500.0,1136.77,High Spend
13501.0,1310.47,High Spend
13502.0,292.0,High Spend
13503.0,216.85,High Spend
13504.0,295.93,High Spend
13505.0,4282.88,High Spend
13506.0,452.82,High Spend
13507.0,2479.16,High Spend
13508.0,110.97,Medium Spend
13509.0,979.72,High Spend
13510.0,1785.16,High Spend
13512.0,251.21,High Spend
13513.0,205.1,High Spend
13514.0,152.20000000000002,Medium Spend
13515.0,891.12,High Spend
13516.0,1389.41,High Spend
13517.0,2109.07,High Spend
13518.0,627.16,High Spend
13519.0,110.80000000000001,Medium Spend
13520.0,3487.75,High Spend
13521.0,1071.73,High Spend
13522.0,125.80000000000001,Medium Spend
13523.0,3755.38,High Spend
13524.0,680.1800000000001,High Spend
13525.0,628.78,High Spend
13527.0,2218.61,High Spend
13529.0,307.76,High Spend
13531.0,483.8,High Spend
13532.0,210.31,High Spend
13533.0,269.09,High Spend
13534.0,5613.08,High Spend
13536.0,3444.39,High Spend
13538.0,1280.85,High Spend
13539.0,605.84,High Spend
13544.0,276.06,High Spend
13546.0,621.09,High Spend
13548.0,678.16,High Spend
13549.0,916.12,High Spend
13551.0,91.80000000000001,Medium Spend
13552.0,3539.53,High Spend
13555.0,4098.88,High Spend
13557.0,584.06,High Spend
13558.0,594.52,High Spend
13560.0,171.42000000000002,Medium Spend
13561.0,141.85999999999999,Medium Spend
13562.0,1799.33,High Spend
13563.0,777.53,High Spend
13564.0,623.3900000000001,High Spend
13565.0,240.22,High Spend
13566.0,856.84,High Spend
